Sample Well ID,Sample Concentration,Sample Calculated Weight,Sample Calculated Weight Normalised,Sample Calculated Volume In Pool
A01,48.739,1.0386138410718317,0.011899461611217542,0.594973080560877
A03,6.8420000000000005,7.39856767027185,0.08476583739683305,4.238291869841652
C01,24.495,2.0665850173504796,0.02367698956803967,1.1838494784019835
C03,3.7319999999999998,13.564040728831728,0.15540403522752727,7.770201761376364
E01,14.040999999999999,3.6052275478954496,0.04130531012528536,2.065265506264268
E03,50.621,1.0,0.011457060497997506,0.5728530248998753
G01,6.997000000000001,7.234672002286694,0.08288807481336741,4.144403740668371
G03,25.445999999999998,1.9893499960701095,0.022792103256666345,1.1396051628333173
I01,3.778,13.398888300688196,0.15351187386689563,7.675593693344782
I03,12.245,4.134013883217641,0.0473636471595861,2.3681823579793053
K01,48.1,1.0524116424116425,0.012057543855907106,0.6028771927953553
K03,6.396,7.914477798624141,0.09067665094889489,4.533832547444745
M01,24.328000000000003,2.0807711279184478,0.02383952069504816,1.191976034752408
M03,3.03,16.70660066006601,0.1914085344782613,9.570426723913066
O01,12.352,4.098202720207254,0.04695335649847246,2.347667824923623
